event;winner;height;weight;reach;bday;loser;l_height;l_weight;l_reach;l_bday
UFC Fight Night: Dern vs. Rodriguez;Matheus Nicolau;"5' 7""";125 lbs.;"66""";Dec 24, 1986;Tim Elliott;"5' 6""";125 lbs.;"66""";Jan 06, 1993
UFC Fight Night: Dern vs. Rodriguez;Mariya Agapova;"5' 7""";125 lbs.;"70""";Mar 25, 1997;Sabina Mazo;"5' 6""";125 lbs.;"68""";Apr 07, 1997
UFC Fight Night: Dern vs. Rodriguez;Chris Gutierrez;"5' 8""";135 lbs.;"69""";Mar 31, 1994;Felipe Colares;"5' 9""";135 lbs.;"67""";Apr 22, 1991
UFC Fight Night: Dern vs. Rodriguez;Alexandr Romanov;"6' 4""";265 lbs.;"80""";May 12, 1992;Jared Vanderaa;"6' 2""";262 lbs.;"75""";Dec 11, 1990
UFC Fight Night: Dern vs. Rodriguez;Damon Jackson;"5' 9""";145 lbs.;"69""";Aug 24, 1986;Charles Rosa;"5' 11""";145 lbs.;"71""";Aug 08, 1988
UFC Fight Night: Dern vs. Rodriguez;Loopy Godinez;"5' 3""";115 lbs.;"65""";Dec 06, 1984;Silvana Gomez Juarez;"5' 2""";115 lbs.;"61""";Sep 06, 1993
UFC Fight Night: Dern vs. Rodriguez;Steve Garcia;"6' 2""";185 lbs.;"78""";Jul 04, 1991;Charlie Ontiveros;"6' 0""";155 lbs.;"75""";May 22, 1992
UFC Fight Night: Ladd vs. Dumont;Norma Dumont;"5' 6""";135 lbs.;"66""";Mar 01, 1995;Aspen Ladd;"5' 7""";145 lbs.;"67""";Oct 01, 1990
UFC Fight Night: Ladd vs. Dumont;Andrei Arlovski;"6' 0""";245 lbs.;"75""";Jan 12, 1995;Carlos Felipe;"6' 3""";240 lbs.;"77""";Feb 04, 1979
UFC Fight Night: Ladd vs. Dumont;Jim Miller;"5' 11""";155 lbs.;"75""";Jan 20, 1992;Erick Gonzalez;"5' 8""";155 lbs.;"71""";Aug 30, 1983
UFC Fight Night: Ladd vs. Dumont;Manon Fiorot;"5' 6""";135 lbs.;"66""";Aug 22, 1991;Mayra Bueno Silva;"5' 7""";125 lbs.;"65""";Feb 17, 1990
UFC Fight Night: Ladd vs. Dumont;Nate Landwehr;"5' 7""";155 lbs.;"72""";Feb 22, 1995;Ludovit Klein;"5' 9""";145 lbs.;"72""";Jun 06, 1988
UFC Fight Night: Ladd vs. Dumont;Bruno Silva;"6' 1""";185 lbs.;"74""";Apr 08, 1988;Andrew Sanchez;"5' 4""";125 lbs.;"65""";Mar 16, 1990
UFC Fight Night: Ladd vs. Dumont;Danny Roberts;"5' 10""";170 lbs.;"76""";May 23, 1987;Ramazan Emeev;"6' 1""";170 lbs.;"74""";Jul 14, 1987
UFC Fight Night: Ladd vs. Dumont;Luana Carolina;"5' 2""";115 lbs.;"61""";Sep 06, 1993;Loopy Godinez;"5' 6""";125 lbs.;"69""";Jun 11, 1993
UFC Fight Night: Ladd vs. Dumont;Batgerel Danaa;"5' 10""";135 lbs.;"72""";May 08, 1990;Brandon Davis;"5' 7""";135 lbs.;"70""";Jul 04, 1989
UFC Fight Night: Ladd vs. Dumont;Ariane Carnelossi;"5' 4""";115 lbs.;"66""";Jul 23, 1992;Istela Nunes;"5' 2""";115 lbs.;"61""";Nov 17, 1992
UFC Fight Night: Santos vs. Walker;Thiago Santos;"6' 6""";205 lbs.;"82""";Mar 30, 1992;Johnny Walker;"6' 2""";205 lbs.;"76""";Jan 07, 1984
UFC Fight Night: Santos vs. Walker;Kevin Holland;"6' 3""";185 lbs.;"76""";Feb 27, 1993;Kyle Daukaus;"6' 3""";185 lbs.;"81""";Nov 05, 1992
UFC Fight Night: Costa vs. Vettori;Marvin Vettori;"6' 1""";205 lbs.;"72""";Apr 21, 1991;Paulo Costa;"6' 0""";205 lbs.;"74""";Sep 20, 1993
UFC Fight Night: Costa vs. Vettori;Grant Dawson;"6' 0""";155 lbs.;"70""";Apr 12, 1989;Ricky Glenn;"5' 10""";155 lbs.;"72""";Feb 20, 1994
UFC Fight Night: Santos vs. Walker;Niko Price;"5' 11""";170 lbs.;"76""";Feb 21, 1988;Alex Oliveira;"6' 0""";170 lbs.;"76""";Sep 29, 1989
UFC Fight Night: Santos vs. Walker;Krzysztof Jotko;"6' 3""";185 lbs.;"77""";Feb 27, 1987;Misha Cirkunov;"6' 1""";185 lbs.;"77""";Aug 19, 1989
UFC Fight Night: Santos vs. Walker;Alexander Hernandez;"5' 10""";155 lbs.;"70""";Apr 21, 1989;Mike Breeden;"5' 9""";155 lbs.;"72""";Oct 01, 1992
UFC Fight Night: Costa vs. Vettori;Jessica-Rose Clark;"5' 8""";135 lbs.;"70""";Sep 29, 1995;Joselyne Edwards;"5' 5""";135 lbs.;"64""";Nov 28, 1987
UFC Fight Night: Costa vs. Vettori;Alex Caceres;"6' 0""";145 lbs.;"74""";Nov 03, 1992;SeungWoo Choi;"5' 10""";145 lbs.;"73""";Jun 20, 1988
UFC Fight Night: Santos vs. Walker;Jared Gordon;"5' 9""";155 lbs.;"70""";Aug 27, 1993;Joe Solecki;"5' 9""";155 lbs.;"68""";Sep 06, 1988
UFC Fight Night: Santos vs. Walker;Casey O'Neill;"5' 8""";125 lbs.;"67""";Nov 20, 1984;Antonina Shevchenko;"5' 6""";125 lbs.;"69""";Oct 07, 1997
UFC Fight Night: Santos vs. Walker;Karol Rosa;"5' 5""";135 lbs.;"64""";Jun 22, 1983;Bethe Correia;"5' 5""";135 lbs.;"67""";Dec 30, 1994
UFC Fight Night: Costa vs. Vettori;Francisco Trinaldo;"6' 1""";170 lbs.;"76""";Sep 14, 1984;Dwight Grant;"5' 9""";170 lbs.;"70""";Aug 24, 1978
UFC Fight Night: Costa vs. Vettori;Nicolae Negumereanu;"6' 1""";205 lbs.;"73""";Apr 04, 1984;Ike Villanueva;"6' 0""";205 lbs.;"78""";Sep 04, 1994
UFC Fight Night: Costa vs. Vettori;Gregory Rodrigues;"5' 10""";185 lbs.;"73""";Feb 27, 1991;Junyong Park;"6' 3""";185 lbs.;"75""";Feb 17, 1992
UFC Fight Night: Santos vs. Walker;Jamie Mullarkey;"5' 9""";155 lbs.;"76""";Jul 30, 1993;Devonte Smith;"6' 0""";155 lbs.;"74""";Aug 17, 1994
UFC Fight Night: Santos vs. Walker;Douglas Silva de Andrade;"5' 7""";135 lbs.;"65""";Apr 29, 1992;Gaetano Pirrello;"5' 7""";135 lbs.;"68""";Jun 22, 1985
UFC Fight Night: Santos vs. Walker;Stephanie Egger;"5' 7""";125 lbs.;"65""";Feb 20, 1991;Shanna Young;"5' 6""";135 lbs.;"68""";Aug 12, 1988
UFC Fight Night: Costa vs. Vettori;Mason Jones;"5' 11""";145 lbs.;"74""";Jun 07, 1994;David Onama;"5' 10""";155 lbs.;"74""";Apr 26, 1995
UFC Fight Night: Costa vs. Vettori;Tabatha Ricci;"5' 5""";115 lbs.;"69""";Dec 12, 1996;Maria Oliveira;"5' 1""";115 lbs.;"61""";Feb 21, 1995
UFC Fight Night: Costa vs. Vettori;Jamie Pickett;"6' 1""";185 lbs.;"71""";Feb 27, 1993;Laureano Staropoli;"6' 2""";185 lbs.;"80""";Aug 29, 1988
UFC Fight Night: Santos vs. Walker;Alejandro Perez;"5' 7""";135 lbs.;"71""";Aug 03, 1978;Johnny Eduardo;"5' 6""";135 lbs.;"67""";Sep 02, 1989
UFC Fight Night: Costa vs. Vettori;Jai Herbert;"5' 11""";155 lbs.;"74""";Oct 15, 1986;Khama Worthy;"6' 1""";155 lbs.;"77""";May 13, 1988
UFC Fight Night: Costa vs. Vettori;Jeff Molina;"5' 6""";125 lbs.;"70""";Jun 05, 1996;Daniel Da Silva;"5' 6""";125 lbs.;"69""";Jul 17, 1997
UFC Fight Night: Costa vs. Vettori;Randa Markos;"5' 3""";115 lbs.;"63""";Mar 11, 1991;Livinha Souza;"5' 4""";115 lbs.;"63""";Aug 10, 1985
UFC Fight Night: Costa vs. Vettori;Jonathan Martinez;"5' 6""";135 lbs.;"69""";Oct 25, 1991;Zviad Lazishvili;"5' 8""";135 lbs.;"70""";Apr 20, 1994
UFC Fight Night: Holloway vs. Rodriguez;Max Holloway;"5' 11""";145 lbs.;"71""";Oct 06, 1992;Yair Rodriguez;"5' 11""";145 lbs.;"69""";Dec 04, 1991
UFC Fight Night: Holloway vs. Rodriguez;Marcos Rogerio de Lima;"6' 4""";265 lbs.;"78""";Oct 17, 1981;Ben Rothwell;"6' 1""";253 lbs.;"75""";Jun 25, 1985
UFC Fight Night: Holloway vs. Rodriguez;Felicia Spencer;"5' 7""";145 lbs.;"71""";Aug 21, 1992;Leah Letson;"5' 6""";145 lbs.;"68""";Nov 29, 1990
UFC Fight Night: Holloway vs. Rodriguez;Khaos Williams;"6' 2""";170 lbs.;"74""";Aug 23, 1992;Miguel Baeza;"6' 0""";170 lbs.;"77""";Mar 30, 1994
UFC Fight Night: Holloway vs. Rodriguez;Song Yadong;"5' 7""";135 lbs.;"70""";Oct 27, 1989;Julio Arce;"5' 8""";135 lbs.;"67""";Dec 02, 1997
UFC Fight Night: Holloway vs. Rodriguez;Joel Alvarez;"5' 9""";155 lbs.;"70""";Mar 23, 1995;Thiago Moises;"6' 3""";155 lbs.;"77""";Mar 02, 1993
UFC Fight Night: Holloway vs. Rodriguez;Andrea Lee;"5' 4""";125 lbs.;"64""";Jul 13, 1987;Cynthia Calvillo;"5' 6""";125 lbs.;"69""";Feb 11, 1989
UFC Fight Night: Holloway vs. Rodriguez;Sean Woodson;"5' 9""";145 lbs.;"71""";Feb 20, 1993;Collin Anglin;"6' 2""";145 lbs.;"78""";Jun 07, 1992
UFC Fight Night: Holloway vs. Rodriguez;Cortney Casey;"5' 4""";125 lbs.;"62""";Mar 22, 1995;Liana Jojua;"5' 7""";125 lbs.;"67""";May 05, 1987
UFC Fight Night: Holloway vs. Rodriguez;Rafael Alves;"5' 10""";155 lbs.;"73""";Mar 16, 1993;Marc Diakiese;"5' 8""";155 lbs.;"68""";Nov 14, 1990
UFC Fight Night: Holloway vs. Rodriguez;Da-Un Jung;"6' 5""";205 lbs.;"83""";Jun 13, 1992;Kennedy Nzechukwu;"6' 4""";205 lbs.;"78""";Dec 07, 1993
UFC 267: Blachowicz vs. Teixeira;Glover Teixeira;"6' 2""";205 lbs.;"78""";Feb 24, 1983;Jan Blachowicz;"6' 2""";205 lbs.;"76""";Oct 28, 1979
UFC 267: Blachowicz vs. Teixeira;Petr Yan;"5' 11""";135 lbs.;"70""";Apr 20, 1992;Cory Sandhagen;"5' 7""";135 lbs.;"67""";Feb 11, 1993
UFC 267: Blachowicz vs. Teixeira;Islam Makhachev;"6' 0""";145 lbs.;"75""";Feb 13, 1990;Dan Hooker;"5' 10""";155 lbs.;"70""";Oct 27, 1991
UFC 267: Blachowicz vs. Teixeira;Alexander Volkov;"6' 3""";249 lbs.;"78""";Nov 09, 1985;Marcin Tybura;"6' 7""";250 lbs.;"80""";Oct 24, 1988
UFC 267: Blachowicz vs. Teixeira;Khamzat Chimaev;"6' 0""";170 lbs.;"71""";Mar 20, 1988;Li Jingliang;"6' 2""";170 lbs.;"75""";May 01, 1994
UFC 267: Blachowicz vs. Teixeira;Magomed Ankalaev;"6' 2""";205 lbs.;"75""";Sep 19, 1989;Volkan Oezdemir;"6' 3""";205 lbs.;"75""";Jun 02, 1992
UFC 267: Blachowicz vs. Teixeira;Amanda Ribas;"5' 3""";115 lbs.;"64""";May 30, 1988;Virna Jandiroba;"5' 3""";125 lbs.;"66""";Aug 26, 1993
UFC 267: Blachowicz vs. Teixeira;Zubaira Tukhugov;"5' 9""";145 lbs.;"72""";Aug 01, 1995;Ricardo Ramos;"5' 8""";145 lbs.;"68""";Jan 15, 1991
UFC 267: Blachowicz vs. Teixeira;Albert Duraev;"6' 0""";185 lbs.;"75""";May 04, 1991;Roman Kopylov;"5' 11""";185 lbs.;"75""";Jan 05, 1989
UFC 267: Blachowicz vs. Teixeira;Elizeu Zaleski dos Santos;"5' 11""";170 lbs.;"73""";Dec 18, 1995;Benoit Saint Denis;"5' 11""";170 lbs.;"73""";Dec 11, 1986
UFC 267: Blachowicz vs. Teixeira;Michal Oleksiejczuk;"6' 2""";205 lbs.;"76""";Aug 09, 1990;Shamil Gamzatov;"6' 0""";205 lbs.;"74""";Feb 22, 1995
UFC 267: Blachowicz vs. Teixeira;Lerone Murphy;"5' 10""";145 lbs.;"72""";Nov 08, 1988;Makwan Amirkhani;"5' 9""";145 lbs.;"73""";Jul 22, 1991
UFC 267: Blachowicz vs. Teixeira;Andre Petroski;"6' 3""";185 lbs.;"72""";Apr 07, 1995;Hu Yaozong;"6' 0""";185 lbs.;"73""";Jun 12, 1991
UFC 267: Blachowicz vs. Teixeira;Tagir Ulanbekov;"5' 8""";125 lbs.;"69""";Sep 11, 1991;Allan Nascimento;"5' 7""";125 lbs.;"70""";Aug 07, 1991
UFC 268: Usman vs. Covington 2;Kamaru Usman;"5' 11""";170 lbs.;"72""";Feb 22, 1988;Colby Covington;"6' 0""";170 lbs.;"76""";May 11, 1987
UFC 268: Usman vs. Covington 2;Kamaru Usman;"5' 11""";170 lbs.;"72""";Feb 22, 1988;Colby Covington;"6' 0""";170 lbs.;"76""";May 11, 1987
UFC 268: Usman vs. Covington 2;Rose Namajunas;"5' 4""";115 lbs.;"63""";Aug 13, 1989;Zhang Weili;"5' 5""";115 lbs.;"65""";Jun 29, 1992
UFC 268: Usman vs. Covington 2;Rose Namajunas;"5' 4""";115 lbs.;"63""";Aug 13, 1989;Zhang Weili;"5' 5""";115 lbs.;"65""";Jun 29, 1992
UFC 268: Usman vs. Covington 2;Marlon Vera;"5' 6""";135 lbs.;"68""";Oct 16, 1981;Frankie Edgar;"5' 8""";135 lbs.;"70""";Dec 02, 1992
UFC 268: Usman vs. Covington 2;Shane Burgos;"5' 10""";145 lbs.;"70""";Dec 08, 1988;Billy Quarantillo;"5' 11""";145 lbs.;"75""";Mar 19, 1991
UFC 268: Usman vs. Covington 2;Justin Gaethje;"5' 8""";155 lbs.;"71""";Apr 24, 1986;Michael Chandler;"5' 11""";155 lbs.;"70""";Nov 14, 1988
UFC 268: Usman vs. Covington 2;Alex Pereira;"6' 0""";185 lbs.;"76""";Jul 18, 1988;Andreas Michailidis;"6' 4""";185 lbs.;"79""";Jul 07, 1987
UFC 268: Usman vs. Covington 2;Bobby Green;"5' 10""";155 lbs.;"70""";Apr 30, 1987;Al Iaquinta;"5' 10""";155 lbs.;"71""";Sep 09, 1986
UFC 268: Usman vs. Covington 2;Chris Curtis;"6' 0""";185 lbs.;"77""";Jan 08, 1989;Phil Hawes;"5' 10""";185 lbs.;"75""";Jul 15, 1987
UFC 268: Usman vs. Covington 2;Nassourdine Imavov;"6' 2""";185 lbs.;"74""";Nov 20, 1997;Edmen Shahbazyan;"6' 3""";185 lbs.;"75""";Mar 01, 1995
UFC 268: Usman vs. Covington 2;Ian Garry;"6' 1""";185 lbs.;"75""";Oct 13, 1990;Jordan Williams;"6' 3""";170 lbs.;"74""";Nov 17, 1997
UFC 268: Usman vs. Covington 2;Chris Barnett;"6' 3""";230 lbs.;"76""";Aug 18, 1985;Gian Villante;"5' 9""";265 lbs.;"75""";Jun 14, 1986
UFC 268: Usman vs. Covington 2;Dustin Jacoby;"6' 1""";205 lbs.;"75""";Feb 22, 1993;John Allan;"6' 3""";205 lbs.;"76""";Apr 04, 1988
UFC 268: Usman vs. Covington 2;Melsik Baghdasaryan;"5' 10""";145 lbs.;"70""";Mar 07, 1996;Bruno Souza;"5' 9""";145 lbs.;"70""";Jan 28, 1992
UFC 268: Usman vs. Covington 2;Ode Osbourne;"5' 6""";125 lbs.;"68""";Jun 18, 1991;CJ Vergara;"5' 7""";125 lbs.;"73""";Jan 09, 1992
UFC Fight Night: Font vs. Aldo;Jose Aldo;"5' 8""";135 lbs.;"71""";Jun 25, 1987;Rob Font;"5' 7""";135 lbs.;"70""";Sep 09, 1986
UFC Fight Night: Font vs. Aldo;Rafael Fiziev;"5' 7""";155 lbs.;"71""";Sep 30, 1991;Brad Riddell;"5' 8""";155 lbs.;"71""";Mar 05, 1993
UFC Fight Night: Font vs. Aldo;Jamahal Hill;"6' 2""";205 lbs.;"74""";Mar 04, 1996;Jimmy Crute;"6' 4""";205 lbs.;"79""";May 19, 1991
UFC Fight Night: Font vs. Aldo;Clay Guida;"6' 0""";155 lbs.;"75""";Feb 05, 1980;Leonardo Santos;"5' 7""";155 lbs.;"70""";Dec 08, 1981
UFC Fight Night: Font vs. Aldo;Chris Curtis;"6' 2""";185 lbs.;"75""";Dec 28, 1995;Brendan Allen;"5' 10""";185 lbs.;"75""";Jul 15, 1987
UFC Fight Night: Font vs. Aldo;Alex Morono;"6' 2""";170 lbs.;"74""";Jan 22, 1992;Mickey Gall;"5' 11""";170 lbs.;"72""";Aug 16, 1990
UFC Fight Night: Font vs. Aldo;Dusko Todorovic;"5' 10""";185 lbs.;"75""";Nov 24, 1990;Maki Pitolo;"6' 1""";185 lbs.;"74""";May 19, 1994
UFC Fight Night: Font vs. Aldo;Manel Kape;"5' 4""";125 lbs.;"66""";Aug 29, 1988;Zhalgas Zhumagulov;"5' 5""";125 lbs.;"68""";Nov 14, 1993
UFC Fight Night: Font vs. Aldo;Bryan Barberena;"5' 11""";170 lbs.;"72""";Nov 23, 1993;Darian Weeks;"6' 0""";170 lbs.;"72""";May 03, 1989
UFC Fight Night: Font vs. Aldo;Cheyanne Vlismas;"5' 4""";115 lbs.;"63""";Jan 29, 1994;Mallory Martin;"5' 3""";115 lbs.;"63""";Jun 25, 1995
UFC Fight Night: Font vs. Aldo;William Knight;"6' 0""";205 lbs.;"76""";Oct 18, 1987;Alonzo Menifield;"5' 10""";205 lbs.;"73""";Apr 03, 1988
UFC Fight Night: Vieira vs. Tate;Ketlen Vieira;"5' 6""";135 lbs.;"65""";Aug 18, 1986;Miesha Tate;"5' 8""";135 lbs.;"68""";Aug 26, 1991
UFC Fight Night: Vieira vs. Tate;Sean Brady;"6' 1""";170 lbs.;"75""";Dec 07, 1987;Michael Chiesa;"5' 10""";170 lbs.;"72""";Nov 23, 1992
UFC Fight Night: Font vs. Aldo;Claudio Puelles;"5' 8""";155 lbs.;"68""";Jun 16, 1986;Chris Gruetzemacher;"5' 10""";155 lbs.;"72""";Apr 21, 1996
UFC Fight Night: Font vs. Aldo;Vince Morales;"5' 9""";135 lbs.;"68""";Jul 16, 1991;Louis Smolka;"5' 7""";135 lbs.;"70""";Nov 12, 1990
UFC Fight Night: Vieira vs. Tate;Taila Santos;"5' 6""";125 lbs.;"65""";Dec 23, 1985;Joanne Wood;"5' 6""";125 lbs.;"68""";Jun 22, 1993
UFC Fight Night: Vieira vs. Tate;Rani Yahya;"5' 9""";135 lbs.;"73""";Sep 09, 1987;Kyung Ho Kang;"5' 6""";135 lbs.;"67""";Sep 12, 1984
UFC Fight Night: Vieira vs. Tate;Adrian Yanez;"5' 8""";135 lbs.;"69""";Dec 18, 1985;Davey Grant;"5' 7""";135 lbs.;"70""";Nov 29, 1993
UFC Fight Night: Vieira vs. Tate;Pat Sabatini;"5' 8""";145 lbs.;"72""";Jul 12, 1994;Tucker Lutz;"5' 8""";145 lbs.;"70""";Nov 09, 1990
UFC Fight Night: Vieira vs. Tate;Rafa Garcia;"5' 9""";155 lbs.;"71""";Sep 30, 1991;Natan Levy;"5' 7""";155 lbs.;"70""";Aug 05, 1994
UFC Fight Night: Vieira vs. Tate;Loopy Godinez;"5' 1""";115 lbs.;"61""";Jan 18, 1996;Loma Lookboonmee;"5' 2""";115 lbs.;"61""";Sep 06, 1993
UFC Fight Night: Vieira vs. Tate;Cody Durden;"5' 7""";135 lbs.;"69""";Jun 25, 1993;Aoriqileng;"5' 7""";125 lbs.;"67""";Mar 29, 1991
UFC Fight Night: Vieira vs. Tate;Shayilan Nuerdanbieke;"5' 9""";145 lbs.;"70""";Oct 06, 1989;Sean Soriano;"5' 8""";145 lbs.;"69""";May 04, 1994
UFC Fight Night: Vieira vs. Tate;Luana Pinheiro;"5' 5""";115 lbs.;"64""";Jun 28, 1992;Sam Hughes;"5' 2""";115 lbs.;"62""";Nov 18, 1992
UFC Fight Night: Kattar vs. Chikadze;Calvin Kattar;"6' 0""";145 lbs.;"74""";Aug 25, 1988;Giga Chikadze;"5' 11""";145 lbs.;"72""";Mar 26, 1988
UFC Fight Night: Kattar vs. Chikadze;Jake Collier;"6' 4""";250 lbs.;"78""";Nov 16, 1989;Chase Sherman;"6' 3""";230 lbs.;"78""";Oct 25, 1988
UFC Fight Night: Kattar vs. Chikadze;Brandon Royval;"5' 5""";125 lbs.;"67""";Apr 25, 1992;Rogerio Bontorin;"5' 9""";125 lbs.;"68""";Aug 16, 1992
UFC Fight Night: Kattar vs. Chikadze;Katlyn Chookagian;"5' 4""";125 lbs.;"64""";Oct 06, 1988;Jennifer Maia;"5' 9""";125 lbs.;"68""";Dec 28, 1988
UFC Fight Night: Kattar vs. Chikadze;Viacheslav Borshchev;"5' 10""";155 lbs.;"73""";Jun 09, 1994;Dakota Bush;"5' 11""";155 lbs.;"69""";Jan 08, 1992
UFC Fight Night: Kattar vs. Chikadze;Bill Algeo;"5' 8""";145 lbs.;"72""";Feb 11, 1995;Joanderson Brito;"6' 0""";145 lbs.;"73""";Jun 09, 1989
UFC Fight Night: Kattar vs. Chikadze;Jamie Pickett;"6' 4""";185 lbs.;"80""";Jul 04, 1995;Joseph Holmes;"6' 2""";185 lbs.;"80""";Aug 29, 1988
UFC Fight Night: Kattar vs. Chikadze;Court McGee;"5' 10""";170 lbs.;"72""";Nov 17, 1992;Ramiz Brahimaj;"5' 11""";170 lbs.;"75""";Dec 12, 1984
UFC Fight Night: Kattar vs. Chikadze;Brian Kelleher;"5' 11""";135 lbs.;"73""";Jul 15, 1987;Kevin Croom;"5' 6""";145 lbs.;"66""";Aug 19, 1986
UFC Fight Night: Kattar vs. Chikadze;TJ Brown;"5' 9""";145 lbs.;"69""";Aug 24, 1986;Charles Rosa;"5' 9""";145 lbs.;"72""";May 22, 1990
UFC Fight Night: Hermansson vs. Strickland;Sean Strickland;"6' 1""";185 lbs.;"77""";Jun 10, 1988;Jack Hermansson;"6' 1""";185 lbs.;"76""";Feb 27, 1991
UFC Fight Night: Hermansson vs. Strickland;Nick Maximov;"5' 11""";185 lbs.;"72""";Nov 22, 1992;Punahele Soriano;"6' 0""";185 lbs.;"76""";Dec 23, 1997
UFC Fight Night: Hermansson vs. Strickland;Shavkat Rakhmonov;"6' 0""";170 lbs.;"76""";Jul 09, 1987;Carlston Harris;"6' 1""";170 lbs.;"77""";Oct 23, 1994
UFC Fight Night: Hermansson vs. Strickland;Brendan Allen;"6' 2""";185 lbs.;"75""";May 06, 1986;Sam Alvey;"6' 2""";185 lbs.;"75""";Dec 28, 1995
UFC Fight Night: Hermansson vs. Strickland;Bryan Battle;"6' 0""";185 lbs.;"75""";Jun 21, 1994;Tresean Gore;"6' 1""";185 lbs.;"77""";Sep 21, 1994
UFC Fight Night: Hermansson vs. Strickland;Julian Erosa;"5' 10""";145 lbs.;"70""";May 29, 1990;Steven Peterson;"6' 1""";145 lbs.;"74""";Jul 31, 1989
UFC Fight Night: Hermansson vs. Strickland;John Castaneda;"5' 7""";135 lbs.;"66""";Mar 30, 1994;Miles Johns;"5' 6""";135 lbs.;"71""";Dec 18, 1991
UFC Fight Night: Hermansson vs. Strickland;Hakeem Dawodu;"5' 11""";145 lbs.;"71""";Dec 31, 1991;Michael Trizano;"5' 8""";145 lbs.;"73""";Jul 02, 1991
UFC Fight Night: Hermansson vs. Strickland;Chidi Njokuani;"6' 1""";185 lbs.;"74""";Feb 18, 1990;Marc-Andre Barriault;"6' 3""";185 lbs.;"80""";Dec 31, 1988
UFC Fight Night: Hermansson vs. Strickland;Alexis Davis;"5' 7""";135 lbs.;"66""";Apr 08, 1993;Julija Stoliarenko;"5' 6""";135 lbs.;"68""";Oct 04, 1984
UFC Fight Night: Hermansson vs. Strickland;Jailton Almeida;"6' 6""";205 lbs.;"77""";Dec 26, 1985;Danilo Marques;"6' 3""";205 lbs.;"79""";Jun 26, 1991
UFC Fight Night: Hermansson vs. Strickland;Phil Rowe;"5' 10""";170 lbs.;"70""";Nov 07, 1986;Jason Witt;"6' 3""";170 lbs.;"80""";Jul 18, 1990
UFC Fight Night: Hermansson vs. Strickland;Malcolm Gordon;"5' 6""";125 lbs.;"69""";Jun 27, 1992;Denys Bondar;"5' 7""";125 lbs.;"71""";May 19, 1990
UFC 270: Ngannou vs. Gane;Francis Ngannou;"6' 4""";245 lbs.;"81""";Apr 12, 1990;Ciryl Gane;"6' 4""";250 lbs.;"83""";Sep 05, 1986
UFC 270: Ngannou vs. Gane;Deiveson Figueiredo;"5' 7""";125 lbs.;"70""";Dec 07, 1993;Brandon Moreno;"5' 5""";125 lbs.;"68""";Dec 18, 1987
UFC 270: Ngannou vs. Gane;Deiveson Figueiredo;"5' 7""";125 lbs.;"70""";Dec 07, 1993;Brandon Moreno;"5' 5""";125 lbs.;"68""";Dec 18, 1987
UFC 270: Ngannou vs. Gane;Michel Pereira;"6' 0""";170 lbs.;"74""";Apr 07, 1994;Andre Fialho;"6' 1""";170 lbs.;"73""";Oct 06, 1993
UFC 270: Ngannou vs. Gane;Said Nurmagomedov;"5' 6""";145 lbs.;"64""";Nov 09, 1989;Cody Stamann;"5' 8""";135 lbs.;"70""";Apr 05, 1992
UFC 270: Ngannou vs. Gane;Michael Morales;"6' 0""";185 lbs.;"74""";Aug 06, 1992;Trevin Giles;"6' 0""";170 lbs.;"79""";Jun 24, 1999
UFC 270: Ngannou vs. Gane;Victor Henry;"5' 7""";135 lbs.;"67""";May 01, 1987;Raoni Barcelos;"5' 7""";135 lbs.;"68""";May 04, 1987
UFC 270: Ngannou vs. Gane;Jack Della Maddalena;"5' 9""";170 lbs.;"71""";Nov 13, 1996;Pete Rodriguez;"5' 11""";170 lbs.;"73""";Sep 10, 1996
UFC 270: Ngannou vs. Gane;Tony Gravely;"5' 4""";135 lbs.;"72""";Apr 21, 1991;Saimon Oliveira;"5' 5""";135 lbs.;"69""";Sep 28, 1991
UFC 270: Ngannou vs. Gane;Matt Frevola;"5' 9""";155 lbs.;"72""";Jan 16, 1992;Genaro Valdez;"5' 9""";155 lbs.;"71""";Jun 11, 1990
UFC 270: Ngannou vs. Gane;Vanessa Demopoulos;"5' 3""";115 lbs.;"65""";Dec 06, 1984;Silvana Gomez Juarez;"5' 2""";125 lbs.;"59""";Sep 22, 1988
UFC 270: Ngannou vs. Gane;Jasmine Jasudavicius;"5' 2""";115 lbs.;"63""";Aug 14, 1999;Kay Hansen;"5' 7""";125 lbs.;"68""";Mar 01, 1989
UFC Fight Night: Lewis vs. Daukaus;Derrick Lewis;"6' 3""";250 lbs.;"76""";Sep 25, 1989;Chris Daukaus;"6' 3""";260 lbs.;"79""";Feb 07, 1985
UFC Fight Night: Lewis vs. Daukaus;Belal Muhammad;"6' 0""";170 lbs.;"75""";Feb 11, 1983;Stephen Thompson;"5' 11""";170 lbs.;"72""";Jul 09, 1988
UFC Fight Night: Lewis vs. Daukaus;Amanda Lemos;"5' 3""";115 lbs.;"64""";Jan 12, 1985;Angela Hill;"5' 4""";115 lbs.;"65""";May 22, 1987
UFC Fight Night: Lewis vs. Daukaus;Ricky Simon;"5' 5""";135 lbs.;"66""";Jul 19, 1982;Raphael Assuncao;"5' 6""";135 lbs.;"69""";Aug 31, 1992
UFC Fight Night: Lewis vs. Daukaus;Mateusz Gamrot;"5' 9""";155 lbs.;"74""";Jan 18, 1985;Diego Ferreira;"5' 10""";155 lbs.;"70""";Dec 11, 1990
